no,Tweet
2485,Great Analysis....
2486,great video as usual
2487,UPI was not developed and institutionalised by raghuram rajan...  It was Nandan nilenkani team that developed india stack...
2488,"I see this being used to provide Govt subsidies directly to people and reduce misuse of these money. Example, I have seen farmers take agri loans and buy cars and other luxury items. If the smart contracts are brought into action, govt  banks will put the erupi into bank account and the farmer can only use it for fertilizers, seeds  plantations, rentals for agri based vehicles and services and so on. This way we are plugging the leaks in a more polite manner. If govt takes action, then majority of the people will start protesting - hence this step. I could be wrong, but its only another way of understanding."
2489,no words i am just 200% agreed
2490,"S I'mply awesome  sir, the topic is indeed complex but you made it too lucid for any amateur... thanks "
2491,Its not bank fd and sb for earning interest
2492,e-rupi is purpose specific there is no cash involvement anywhere whereas in DBT beneficiary gets direct money which gives discretionary power to use this money for any purpose even purchasing gutka too... a  c to me e-rupi is just one step ahead in initiating welfare to the people efficiently.
2493,"The best use for cbdc with a centralized ledger is to make sure we have a transparent system between loans being given to states from the center and its utilization by states and vice versa for revenues being collected from states as part of cgst and sgst. If cbdc centralized ledger can utilise this through blockchain  it gives the citizens a lot of insight . But in relation to the video, the options where this is being utilized make no sense "
2494,CBDC is a Digital prison for the whole world. The sooner people recognise this the better it is. CBDC is the best tool for any dictatorial authoritarian rule. CBDC can be used to shut any individual or a group permanently just by switching them off digitally. Any one having different political opinion other than the government in control can be isolated permanently from the illusory digital financial services. You s I'mply dont exist. Dangerous trend.
