no,Tweet
1990,"Don't believe a word of this central bank digital currency is all about control. Banks will know all about your business, you will lose the ability to make transactions without BIG BROTHER knowing about it, TOTAL FINANCIAL CONTROL. The next step is DIGITAL I.D.s with social credit scores. Be aware this all about CONTROL of the POPULATION. Not about making transactions easier."
1991,"<a href=""https://www.youtube.com/watch?v=07yMvq5WxAs&amp;t=15m55s"">15:55</a> WRONG CALCULATION 5LAC *3% AND IDFC MAI APP BARABAR COMPUNDING KA FYDA LERE......TOH JO OTHER BANK HAI USME BHI INTEREST KA QUATERLY K HISAB SE COMPUNDING KARO"
1992,"CBDC sounds like a Horror show for Crypto users. Also Mass adoption would mean an end to privacy. Government would know exactly where you are spending and on what. Though, it could be good to stopping Terrorism and Hawalas etc, but such people always used to do business in Cash only."
1993,NEFT transactions are settled every half hour RTGS transactions are settled in real time it does not take 24 hours as you have claimed in the video.
1994,"Thala @<a href=""https://www.youtube.com/watch?v=07yMvq5WxAs&amp;t=2m16s"">2:16</a>"
1995,अपना ही पकड़ के नाचने से shift of power नही होता 😎
1996,In our School books it would have a complete chapter
1997,How is it any better than any decentralised digital currency?
1998,Superb information and the way it's explained is just awesome my friend
1999,I hope that  works well
2000,IDFC First Bank has participated with Visa to kill Rupay.
2001,I am having worst service experience with IDFC
2002,One of The best vedeos on CBDC across all the platforms I read so much over the Internet but not able to connect it and sum up ! But you just solved all my doubts! Thank you! Ganesh Ji ! for blessing us with knowledge just like our deity Ganesha!!♥️🙏
2003,"CIA of US and EU are getting exposed with their sinister plans, leading to needs for alternative to SWIFT, since they were weaponized. NATO and CIA have ZERO credibility and United Nations should be declared as defunct institution for people other then US and EU."
2004,"If this comes into force, then the government will have total control of an individual's money.  Since the technology will be with the government, they can easily stop an individual gain access to his money.  Government can levy taxes on individuals such as carbon tax and all kind of restrictive taxes on people.  The whole world is trying to go the digital currency way, which means this is another tool to subjugate the masses...This tecnology should only be used for foreign trade and remittances and not for normal banking.."
2005,"What will happen to the e-ruppee if the govt collapsed, after all the money is backed by govt only through a 'promise' and not a physical commodity."
2006,but what if they misused the subsidy by enabling others also to use their master card
2007,"Whenever I watch think school videos, I feel like gaining knowledge and knowing something complicated and new!"
2008,Can hackers hack  this digital money. 🤔
2009,What about privacy....?<br><br>So the govt can know every purchase of me.... <br>What i like what i don't....<br>Will also be able to manipulate my thoughts and emotions.....?
2010,"Hey Think School, for INR to be international currency...it's not only digital solution, transaction cost, time for transaction are important but also the Laws of land to resolve the disputes between foreign parties related to trade, fraud, business disputes and also currency stability, country's security capabilities. etc are also extremely important!!"
2011,Thank you.
2012,"The issue is, india's methods for a SWIFT replacement are too complicated. When I use swift through axis bank the money gets transferred right away to my account based in UK. If I use the SWIFT through icici, indian bank(govt) the process is too complicated because they literally ask for proofs of income like gift deed, salary slip of last 6 months and some other stupid proofs. Money in bank is 100% white, why make process difficult? I understand if its for big transactions like 1 crore+, but even for small transactions like 1lakh there is way to many documentation from indian side. If anyone has been to west, will know how easy and seamless the process through SWIFT is. IF RBI can match that, they can definitely become big, if they keep things complicated like how it is right now? I dont think they can even dent SWIFT"
